'id'	'score'	'v'	'd-obj'	'p'	'p-title'
575	0.0002661607	'pour'	'dry food'	'can opener'	'dog'
678	0.0002661607	'put'	'pet foods'	'can opener'	'dog'
691	0.0002661607	'find'	'dry food'	'can opener'	'dog'
728	0.0002661607	'open'	'tin'	'can opener'	'dog'
741	0.0002661607	'alert'	'dog'	'can opener'	'dog'
754	0.0002661607	'pour'	'specified quantity'	'can opener'	'dog'
767	0.0002661607	'call'	'dag'	'can opener'	'dog'
792	0.0002661607	'put'	'full food dish'	'can opener'	'dog'
805	0.0002661607	'take'	'food dish'	'can opener'	'dog'
830	0.0002661607	'get'	'tin opener'	'can opener'	'dog'
893	0.0002661607	'clean'	'dog dish'	'can opener'	'dog'
906	0.0002661607	'tip'	'bag'	'can opener'	'dog'
967	0.0002661607	'notify'	'dog'	'can opener'	'dog'
818	0.0002656425	'put'	'water'	'can opener'	'dog'
209	0.0002605603	'put'	'bowl'	'floor'	'dog'
583	0.0002605603	'get'	'dog'	'floor'	'dog'
647	0.0002605603	'give'	'water'	'floor'	'dog'
171	0.0002455812	'carry'	'it'	'floor'	'dog'
974	0.0002455812	'locate'	'food'	'floor'	'dog'
133	0.0002333424	'open'	'can'	'floor'	'dog'
258	0.0002333424	'remove'	'food'	'floor'	'dog'
282	0.0002333424	'prepare'	'food'	'floor'	'dog'
838	0.0002333424	'put'	'bag'	'floor'	'dog'
188	0.0002311391	'get'	'tin'	'can opener'	'dog'
362	0.0002311391	'fill'	'food dish'	'can opener'	'dog'
601	0.0002311391	'locate'	'dog'	'can opener'	'dog'
716	0.0002311391	'take'	'pet food'	'can opener'	'dog'
546	0.0002140309	'place'	'dish'	'floor'	'dog'
88	0.0002106528	'pour'	'contents'	'can opener'	'dog'
226	0.0002106528	'measure'	'correct amount'	'can opener'	'dog'
626	0.0002106528	'pour'	'some'	'can opener'	'dog'
639	0.0002106528	'get'	'can'	'can opener'	'dog'
868	0.0002106528	'buy'	'food'	'can opener'	'dog'
146	0.0002061244	'add'	'water'	'floor'	'dog'
213	0.0001961176	'put'	'bowl'	'can opener'	'dog'
588	0.0001961176	'get'	'dog'	'can opener'	'dog'
652	0.0001961176	'give'	'water'	'can opener'	'dog'
45	0.000186813	'pour'	'water'	'floor'	'dog'
176	0.0001848432	'carry'	'it'	'can opener'	'dog'
979	0.0001848432	'locate'	'food'	'can opener'	'dog'
138	0.0001756313	'open'	'can'	'can opener'	'dog'
263	0.0001756313	'remove'	'food'	'can opener'	'dog'
287	0.0001756313	'prepare'	'food'	'can opener'	'dog'
843	0.0001756313	'put'	'bag'	'can opener'	'dog'
550	0.000161096	'place'	'dish'	'can opener'	'dog'
151	0.000155145	'add'	'water'	'can opener'	'dog'
50	0.0001406098	'pour'	'water'	'can opener'	'dog'
